"id","sentiment","header","desc","date","author","text"
80,-4,"Angry U.S.-Russia Exchange at U.N. Punctuates Deepening Ukraine Rift.","With vitriolic accusations that echoed the Cold War era, the United States and Russia sparred in a bitter debate over the Ukraine crisis in a Security Council meeting watched by the world on Monday.",2022-01-31,"Rick Gladstone and Maria Varenikova","Angry U.S.-Russia Exchange at U.N. Punctuates Deepening Ukraine Rift. With vitriolic accusations that echoed the Cold War era, the United States and Russia sparred in a bitter debate over the Ukraine crisis in a Security Council meeting watched by the world on Monday."
81,1,"Putin Signals Openness to Diplomacy While Blaming U.S. for Crisis.","The Russian president seemed to be trying to ratchet down tensions in the standoff over Ukraine, while claiming the United States was seeking to goad Moscow into an invasion.",2022-02-01,"Anton Troianovski and Michael Schwirtz","Putin Signals Openness to Diplomacy While Blaming U.S. for Crisis. The Russian president seemed to be trying to ratchet down tensions in the standoff over Ukraine, while claiming the United States was seeking to goad Moscow into an invasion."
82,0,"U.S. and Russian diplomats clash over Ukraine at the U.N.","The Americans saw the Security Council meeting as an opportunity to isolate Russia, which called the meeting a farce, but nobody ruled out diplomacy to resolve the Ukraine crisis.",2022-01-31,"Rick Gladstone and Anton Troianovski","U.S. and Russian diplomats clash over Ukraine at the U.N. The Americans saw the Security Council meeting as an opportunity to isolate Russia, which called the meeting a farce, but nobody ruled out diplomacy to resolve the Ukraine crisis."
83,-1,"For Some of Ukraine’s Neighbors, ‘Defend Europe’ Has Another Meaning.","For the populist leaders of Poland and Hungary, Russia’s saber-rattling on the border with Ukraine takes a back seat to domestic politics and issues like immigration.",2022-01-31,"Andrew Higgins","For Some of Ukraine’s Neighbors, ‘Defend Europe’ Has Another Meaning. For the populist leaders of Poland and Hungary, Russia’s saber-rattling on the border with Ukraine takes a back seat to domestic politics and issues like immigration."
84,1,"Putin and Macron talk again by phone, keeping diplomatic lines open.","The two leaders discussed Ukraine and Russia’s demand for “security guarantees” that would include a legally binding halt on NATO expansion to the east.",2022-01-31,"Anton Troianovski and Aurelien Breeden","Putin and Macron talk again by phone, keeping diplomatic lines open. The two leaders discussed Ukraine and Russia’s demand for “security guarantees” that would include a legally binding halt on NATO expansion to the east."
85,-2,"With Low-Tech, Trench Warfare, Ukraine’s Army Isn’t NATO Caliber.","The United States and its allies have trained and helped equip the Ukrainian army. But it has little resemblance to the kind of sophisticated, contemporary military that distinguishes NATO members.",2022-02-01,"Andrew E. Kramer","With Low-Tech, Trench Warfare, Ukraine’s Army Isn’t NATO Caliber. The United States and its allies have trained and helped equip the Ukrainian army. But it has little resemblance to the kind of sophisticated, contemporary military that distinguishes NATO members."
86,-2,"The White House threatens sanctions against Putin’s ‘inner circle’ if Russia invades Ukraine.","The Biden administration said the penalties would exceed any levied recently against Russia. It is unclear whether the list of targets includes Vladimir V. Putin himself.",2022-01-31,"David E. Sanger","The White House threatens sanctions against Putin’s ‘inner circle’ if Russia invades Ukraine. The Biden administration said the penalties would exceed any levied recently against Russia. It is unclear whether the list of targets includes Vladimir V. Putin himself."
87,-3,"A wave of bomb threats heightens an already tense mood in Ukraine.","",2022-01-31,"Maria Varenikova","A wave of bomb threats heightens an already tense mood in Ukraine. "
88,-3,"Where the Ukraine standoff stands.","As Russia continued its troop buildup at Ukraine borders, NATO allies warned that an invasion would bring ruinous sanctions and could become Europe’s bloodiest conflict in decades.",2022-01-31,"Marc Santora","Where the Ukraine standoff stands. As Russia continued its troop buildup at Ukraine borders, NATO allies warned that an invasion would bring ruinous sanctions and could become Europe’s bloodiest conflict in decades."
89,-3,"See how Russia has continued to build up its forces around Ukraine.","",2022-02-01,"Michael Schwirtz, Scott Reinhard and Josh Holder","See how Russia has continued to build up its forces around Ukraine. "
90,-3,"In Responses to Russia, U.S. Stands Firm on Who Can Join NATO.","Leaked replies to Moscow’s security demands reinforced the intractability of a crisis that threatens to lead to war.",2022-02-02,"Steven Erlanger and Andrew E. Kramer","In Responses to Russia, U.S. Stands Firm on Who Can Join NATO. Leaked replies to Moscow’s security demands reinforced the intractability of a crisis that threatens to lead to war."
91,3,"Turkey, a Sometimes Wavering NATO Ally, Backs Ukraine.","In a public rebuke of Russia, Turkey will expand supplies of one of the Ukrainian Army’s most sophisticated weapons, a long-range, Turkish-made armed drone.",2022-02-03,"Andrew E. Kramer","Turkey, a Sometimes Wavering NATO Ally, Backs Ukraine. In a public rebuke of Russia, Turkey will expand supplies of one of the Ukrainian Army’s most sophisticated weapons, a long-range, Turkish-made armed drone."
92,-1,"In Clash With U.S. Over Ukraine, Putin Has a Lifeline From China.","President Biden could find his plans to punish Russia undermined by Xi Jinping, a longtime ally of Mr. Putin. But China moves cautiously during crises.",2022-02-02,"Steven Lee Myers and Edward Wong","In Clash With U.S. Over Ukraine, Putin Has a Lifeline From China. President Biden could find his plans to punish Russia undermined by Xi Jinping, a longtime ally of Mr. Putin. But China moves cautiously during crises."
93,-1,"Putin, Facing Sanction Threats, Has Been Saving for This Day.","Since paying the price for annexing Crimea in 2014, Russia has tried to make its economy sanctions-proof, hoarding currency to insulate the country.",2022-02-03,"Max Fisher","Putin, Facing Sanction Threats, Has Been Saving for This Day. Since paying the price for annexing Crimea in 2014, Russia has tried to make its economy sanctions-proof, hoarding currency to insulate the country."
94,-2,"Five Takeaways on Ukraine Crisis, After Putin Breaks Silence.","The threat of conflict may not have passed, despite a flurry of diplomacy in Moscow and Kyiv.",2022-02-02,"Marc Santora and Shashank Bengali","Five Takeaways on Ukraine Crisis, After Putin Breaks Silence. The threat of conflict may not have passed, despite a flurry of diplomacy in Moscow and Kyiv."
95,2,"On the eve of his meeting with Xi, Putin pledges to deepen ties with China.","Russia’s president did not mention Ukraine, but said he and China’s leader would coordinate foreign policy “based on close and coinciding approaches.”",2022-02-03,"Steven Lee Myers","On the eve of his meeting with Xi, Putin pledges to deepen ties with China. Russia’s president did not mention Ukraine, but said he and China’s leader would coordinate foreign policy “based on close and coinciding approaches.”"
96,3,"Turkey’s president agrees to provide Ukraine with drones, but also offers to be a mediator with Russia.","President Recep Tayyip Erdogan said he was determined to help de-escalate the crisis.",2022-02-03,"Andrew E. Kramer","Turkey’s president agrees to provide Ukraine with drones, but also offers to be a mediator with Russia. President Recep Tayyip Erdogan said he was determined to help de-escalate the crisis."
97,3,"Ukraine’s foreign minister endorses a U.S. plan to ease tensions.","",2022-02-02,"Andrew E. Kramer","Ukraine’s foreign minister endorses a U.S. plan to ease tensions. "
98,-1,"Russia and Belarus prepare for military drills, while Ukraine rejects spying allegations.","",2022-02-03,"Ivan Nechepurenko","Russia and Belarus prepare for military drills, while Ukraine rejects spying allegations. "
99,-3,"Moscow has a staged Ukrainian ‘attack’ in the works, complete with video, the U.S. says.","",2022-02-03,"Julian E. Barnes","Moscow has a staged Ukrainian ‘attack’ in the works, complete with video, the U.S. says. "
100,2,"With a missile shot, Ukraine sends a public warning to Russia.","As the United States and others step up military aid to Ukraine, the deliveries are more overt, and Ukraine is staging public weapons demonstrations for the media.",2022-02-04,"Maria Varenikova","With a missile shot, Ukraine sends a public warning to Russia. As the United States and others step up military aid to Ukraine, the deliveries are more overt, and Ukraine is staging public weapons demonstrations for the media."
101,-3,"Russian Troops in Final Stages of Readiness Add to Worries for Ukraine.","Though the Kremlin’s intentions are unclear, Ukrainian officials are newly worried about the Crimean Peninsula, where Russia has deployed 10,000 additional troops, they said.",2022-02-04,"Michael Schwirtz","Russian Troops in Final Stages of Readiness Add to Worries for Ukraine. Though the Kremlin’s intentions are unclear, Ukrainian officials are newly worried about the Crimean Peninsula, where Russia has deployed 10,000 additional troops, they said."
